"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","TC01000003.hg.1","OR4F5","79501","olfactory receptor family 4 subfamily F member 5",-0.105857310634075,4.01114728372192,-0.76002272530484,0.459886480295974,0.835869897645103,-7.50331928513645
"2","TC01000021.hg.1","KLHL17","339451","kelch like family member 17",-0.0345399806873958,7.3663309702996,-0.385812739660543,0.705451784109802,0.967062047804934,-7.72688639335828
"3","TC01000022.hg.1","PLEKHN1","84069","pleckstrin homology domain containing N1",0.106350876614265,7.57674188091607,1.21061367265975,0.246144608277436,0.582615675735608,-7.06062771807534
"4","TC01000023.hg.1","ISG15","9636","ISG15 ubiquitin like modifier",0.918216717120359,8.22675230309944,8.36743256658374,8.26244419166881e-07,3.56080743015772e-05,5.55376848922612
"5","TC01000027.hg.1","MIR200B","406984","microRNA 200b",-0.0237885142658865,6.01613270490101,-0.220764363308106,0.828472505837512,0.989601080279399,-7.78006593860815
"6","TC01000028.hg.1","MIR200A","406983","microRNA 200a",0.19686620973016,4.21865268331595,1.57682687756704,0.137223476026254,0.384106896088884,-6.58221643784348
"7","TC01000029.hg.1","MIR429","554210","microRNA 429",-0.152507582398921,4.26382851230257,-1.25098889664701,0.231501486652173,0.559156320184453,-7.01267507898585
"8","TC01000030.hg.1","TTLL10","254173","tubulin tyrosine ligase like 10",0.0347977164755928,7.28217787554848,0.374369629479231,0.71375534376517,0.968421136560003,-7.73149208876421
"9","TC01000033.hg.1","PUSL1","126789","pseudouridine synthase like 1",-0.0429791031523745,7.3925544825673,-0.509804791233166,0.618153454840267,0.936519325197331,-7.66833880379634
"10","TC01000035.hg.1","TAS1R3","83756","taste 1 receptor member 3",-0.00515609077763202,7.27551326090586,-0.0598979703452667,0.953086044617373,0.997692573011084,-7.80417325283966
"11","TC01000038.hg.1","TMEM88B","643965","transmembrane protein 88B",-0.0344716818182853,8.29491997094973,-0.309507905461827,0.761507410983588,0.980596372626832,-7.7550219608349
"12","TC01000048.hg.1","MMP23A","8511","matrix metallopeptidase 23A (pseudogene)",-0.0132838479152513,7.46090489980243,-0.162124919460285,0.873531009270246,0.993790760022834,-7.79204462725757
